track,album_name,release_date,album_uri,song_uri,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mode,key,valence,duration
Revolution 909,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1GLVS763ScItK1BRzbpYcs,32,0.0265,0.746,0.716,0.844,0.246,-7.918,0.137,126.521,4,1,11,0.828,335027
Da Funk,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4IUkEUQmp2HkJZrf0vUru5,35,0.00196,0.805,0.699,0.895,0.269,-5.269,0.0753,111.215,4,0,0,0.892,328680
Phoenix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:6NglQcVwf2YSQOyas9YuOk,29,1.91e-05,0.804,0.719,0.926,0.0847,-8.207,0.0836,126.874,4,1,7,0.567,297107
Fresh,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4o1Xrjlz2WpNa97kkNXyVh,29,0.268,0.289,0.953,0.274,0.875,-9.315,0.645,126.621,4,1,1,0.176,244400
Around the World,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1q4poN5PaGvY1RbEC5gl5s,35,0.00359,0.956,0.795,0.889,0.0906,-5.311,0.15,121.294,4,1,7,0.839,429533
Rollin' & Scratchin',Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:7wWeIUvvfRaNirdlireOuX,28,0.00112,0.822,0.791,0.602,0.0565,-4.87,0.0413,130.06,4,1,1,0.21,448627
Teachers,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4UHd9OG8OOPR2JEhXOVJgS,26,0.03,0.981,0.486,0.824,0.0995,-7.31,0.25,123.193,4,1,6,0.823,173493
High Fidelity,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:25oB2tfQWWdGGr5GoKz0S8,25,0.000996,0.799,0.66,0.446,0.313,-8.829,0.175,125.909,4,0,11,0.391,362467
Rock'n Roll,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:41xqdrOR76ohQ4OeeMe1ZP,24,0.0169,0.955,0.899,0.634,0.0642,-7.599,0.273,134.937,4,1,1,0.331,453867
Oh Yeah,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:5VIciQgxKg7wyGJtdwYaeK,22,0.0706,0.602,0.309,0.294,0.0895,-8.396,0.352,176.704,5,1,8,0.559,121200
Burnin',Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:3TukSaT1CQlYuk8Y8FD5Z1,24,0.192,0.87,0.875,0.363,0.0804,-8.501,0.205,124.298,4,0,6,0.714,414173
Indo Silver Club,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1Zc0ExmqbvUNCwxpO7iQpy,24,0.0886,0.886,0.847,0.938,0.087,-8.297,0.101,126.163,4,1,11,0.439,274733
Alive,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1jmPN5cUQMSrhqmWHixXbv,25,5.42e-05,0.723,0.716,0.904,0.072,-6.407,0.0436,128.701,4,0,3,0.0751,316253
Funk Ad,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:5x0Si3aykdZzoHd9Uzh7gL,20,0.00021,0.724,0.783,0.49,0.295,-8.957,0.176,111.833,4,1,7,0.3,51400
Around the World - I:Cube Remix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:2wJvgawO7sP1wnn8qFOcbc,25,0.00199,0.773,0.843,0.586,0.11,-7.845,0.0436,129.028,4,1,1,0.755,378787
Revolution 909 - Roger Sanchez & Junior Sanchez Remix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4SuarAU6lLxIv1kQFD9Qgf,26,0.000608,0.8,0.934,0.882,0.687,-6.728,0.0969,126.233,4,0,1,0.802,536093
Around the World - Tee's Frozen Sun Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4W10VdilnHOyPs0Z2bk0Ok,20,0.00094,0.647,0.97,0.2,0.9,-7.259,0.0526,127.62,4,0,11,0.497,477067
Around the World - Mellow Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:3MERln0wX0uCa8BRSbSxIz,29,0.000379,0.856,0.521,0.911,0.103,-8.061,0.0573,124.986,4,0,4,0.778,471453
Burnin' - DJ Sneak Main Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:27VUxjFyXj3HUiImMyF7Az,23,0.00817,0.888,0.704,0.915,0.0314,-8.292,0.125,128.517,4,0,11,0.296,550667
Around the World - Kenlou Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4yRhLnDM5WdSP4btzqzNLN,28,0.00575,0.892,0.484,0.859,0.118,-12.987,0.0715,125.066,4,1,7,0.671,470987
Burnin' - Ian Pooley Cut up Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:5mOg5qguKHwzN9vjM8XOYV,24,0.00115,0.802,0.947,0.81,0.0441,-6.852,0.0893,127.404,4,1,9,0.921,320800
Around the World - Motorbass Vice Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1DQUhQics4meI85bTnXHH1,16,7.26e-05,0.906,0.508,0.77,0.112,-9.94,0.233,129.888,4,0,5,0.396,397373
Around the World - M.A.W Remix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:4irrsXxMnNp5vW3fnFLBol,16,0.000767,0.807,0.674,0.924,0.587,-7.925,0.0486,127.22,4,1,7,0.749,563773
Burnin' - Slam Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:3CYZvYvhv19Uq0NkL0uXwb,18,0.000125,0.805,0.805,0.908,0.0556,-8.512,0.0902,123.596,4,0,6,0.0691,407133
Around the World - Original Lead On Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:2ASfONRGdFOcetBvIeF1Qe,17,0.000232,0.65,0.956,0.309,0.9,-6.867,0.049,127.578,4,0,11,0.589,450320
Burnin' - DJ Sneak Mongowarrier Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:1vHSWhEDYIGDTYjx3edz1E,15,0.00511,0.773,0.981,0.779,0.111,-9.409,0.0863,126.25,4,1,9,0.263,623800
Around the World - RAW Dub,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:6aXAO47l4zw21V4oWYGqAc,15,0.00346,0.825,0.411,0.911,0.0944,-9.282,0.105,126.973,4,0,4,0.433,414560
Teachers - Extended Mix,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:0L6O6XtSu0pok4UgFcNZz0,19,0.0193,0.972,0.503,0.892,0.0912,-8.665,0.143,123.182,4,1,6,0.789,353960
Revolution 909 - Revolution A Cappella,Homework (25th Anniversary Edition),1997-01-20,spotify:album:6JRaPcrT3cMBEmkgSqEPhI,spotify:track:6PvNrIpNfEhR4X73Zhehwu,15,0.649,0.805,0.29,0.000214,0.209,-18.058,0.0885,126.849,4,1,11,0.153,64573
Daftendirekt,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:7fYIXtdOUl8WqXAqQGyIHQ,47,0.00695,0.883,0.743,0.796,0.0936,-8.418,0.162,111.019,4,0,5,0.336,164560
WDPK 83.7 FM,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:7dTWkvPOPgbGuMk4HDxNpY,12,0.00492,0.856,0.569,0.0353,0.474,-5.916,0.206,110.943,4,1,1,0.919,28333
Revolution 909,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:5pgZpHqfv4TSomtkfGZGrG,55,0.0265,0.745,0.716,0.846,0.246,-7.918,0.136,126.527,4,1,11,0.828,335027
Da Funk,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:0MyY4WcN7DIfbSmp5yej5z,64,0.00196,0.806,0.7,0.891,0.267,-5.269,0.0752,111.215,4,0,0,0.892,328680
Phoenix,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:6nQy5XEEEJKu8FE1FS2Wbt,44,1.91e-05,0.804,0.719,0.926,0.0847,-8.207,0.0835,126.874,4,1,7,0.569,297107
Fresh,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:78H72MElkOY9cRnaudxZFY,49,0.268,0.503,0.952,0.272,0.875,-9.308,0.572,126.345,4,1,1,0.174,244400
Around the World,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,74,0.00356,0.956,0.795,0.889,0.0906,-5.311,0.15,121.294,4,1,7,0.841,429533
Rollin' & Scratchin',Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:6hgBJPTHoDJyxydmtFWHKf,46,0.00108,0.822,0.791,0.621,0.0567,-4.87,0.0414,130.059,4,1,1,0.21,448627
Teachers,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:4ZdjCuiWBv2weLftWPJ72c,42,0.03,0.98,0.486,0.823,0.0995,-7.31,0.251,123.206,4,1,6,0.823,173493
High Fidelity,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:63ZAmhkAV6Kaw955ohbEsN,41,0.000996,0.799,0.66,0.446,0.313,-8.829,0.175,125.909,4,0,11,0.391,362467
Rock'n Roll,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:1nluqUxDKnwWyScYVeQHXa,40,0.0171,0.955,0.899,0.64,0.0642,-7.599,0.273,134.941,4,1,1,0.331,453867
Oh Yeah,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:3Pm4jgrXCu0W7gTqyrlR4F,39,0.0706,0.602,0.309,0.294,0.0895,-8.396,0.352,176.704,5,1,8,0.559,121200
Burnin',Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:6nSOhDfZOulWp0pnEHFrnn,42,0.192,0.87,0.875,0.357,0.0804,-8.501,0.205,124.298,4,0,6,0.715,414173
Indo Silver Club,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:4jF8GAMRCOenL17cNnBDI0,41,0.0888,0.886,0.847,0.937,0.087,-8.296,0.1,126.163,4,1,11,0.443,274733
Alive,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:1PH5Es89c1cENU8WVuWwbp,44,5.42e-05,0.723,0.716,0.905,0.072,-6.407,0.0437,128.701,4,0,3,0.0748,316253
Funk Ad,Homework,1997-01-17,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:0cjavaamK4gxP9iZYw5I2X,38,0.00021,0.724,0.783,0.49,0.295,-8.958,0.176,111.833,4,1,7,0.3,51400
